user_id,nickname,gender,birthday,province,city,level,createTime
1981351051,NODEVIL-,2,-2209017600000,430000,430300,8,1568547056288
353365013,_assumption_,2,1076515200000,350000,350100,9,1477700272662
127269085,-朝宁-,2,-1571040000000,1000000,1001300,8,1453637342542
8290137555,Muriel-Jones,2,1173877838790,210000,211300,7,1675864200974
3261795329,逆夏光年_zz,1,-2209017600000,0,100,7,1584608694914
3944563840,李氾,1,1226157686897,500000,500101,7,1604924542376
5119765316,Mars_Stone,1,1153828069825,410000,410100,7,1627800084632
1658636469,优秀的鼠鼠,2,1675101045000,310000,310101,8,1540996647506
1697486096,LAG-_-,2,1128517489657,310000,310101,9,1547351710288
391762488,車还行,1,-2209017600000,360000,360100,9,1483284612499
1856560260,Telekenisis,2,-2209017600000,210000,210100,8,1564572295117
492909712,想吃土豆炖牛肉,2,1070022442190,360000,360600,10,1495707847040
487775718,最后一排差生,1,795974400000,450000,450400,9,1495001545259
494358694,A井十六,2,-2209017600000,220000,220100,9,1495902069811
325025144,Jaillfy記,2,536601600000,310000,310101,7,1472310113653
530831085,AndrewTavich,1,-2209017600000,310000,310101,8,1498918315259
14967197,Y_ANGIE,0,746899200000,0,100,8,-1
134275240,白大军,1,939311425158,1000000,1010000,10,1455380542430
414113279,小众则艺术,1,995350061760,510000,511300,9,1486114651535
3281308566,顽皮鸽子,1,-2209017600000,310000,310101,8,1585963430250
1296425253,枯霖儿,1,-2209017600000,130000,130600,8,1511679407153
275937932,JokerXueW,0,4114923531115,1000000,1005500,10,1462887799597
501288679,沁momo,1,915201153993,0,100,8,1496728910670
1812973257,cali_sum_k1ss,2,1110816000000,310000,310101,8,1554289247107
115734369,麻豆豆的豆,1,567964800000,320000,320600,7,1454379784570
624050367,幺爱三四五陆,1,-2209017600000,340000,340800,9,1508559135415
509184969,SSEREIN_07,2,953481600000,110000,110101,9,1497617460192
1838820631,顾立风,2,1009874857918,340000,340100,8,1556610804152
6283787242,开心同学ovo,1,1251653701783,440000,440300,10,1635419820418
255196884,racoonamatatta,1,1017244800000,370000,370200,9,1458309143376
1445732886,流逝的萤火_,1,994871101434,1000000,1010000,8,1525171450288
424655146,-Alvasun,2,993562310719,510000,510100,8,1487551992883
4931294869,网名什么的真的难,1,1158236035041,710000,710300,9,1615681657492
378663846,清昶_X,1,-2209017600000,0,100,10,1481730684938
279970488,hjZ哈哈,1,1042348772715,440000,440300,9,1463743173216
359412382,如撸猫犯法我能牢底坐穿,1,1650030578149,1000000,1004300,8,1478708176742
264138142,大大大大大力喔,2,660240000000,140000,140100,9,1460189491147
361840126,SpR1teyY,1,972484076597,610000,610100,9,1509024915311
1605940269,Shinichimigi,1,-2209017600000,0,100,8,1537574479358
268625978,小米粒粒粒粒,1,-2209017600000,370000,370200,8,1461247030997
448964570,策源很困,1,-2209017600000,410000,410100,10,1491098360068
2127913382,老陌然-,1,-2209017600000,1000000,1000700,10,1580087999783
130958555,潮汐海灵___袁华,1,1068728819766,360000,360300,8,1454504784090
385877273,Don_DroBASS丶,2,1162742400000,0,100,10,1482652341043
6390080832,天蓝色小同志,1,-2209017600000,420000,420100,8,1642042241487
5046523073,藻涚,2,1239984000000,110000,110101,7,1627977341270
450969724,吃薯条可以不变胖吗,2,1065106800000,330000,330100,9,1491273672028
1790819995,Fri天,1,1125137350000,350000,350200,9,1552219955896
1766558701,_-Kafka-_,1,1185379200000,310000,310101,8,1550494698177
1813346399,_有暖气_,2,-2209017600000,360000,360700,9,1554221997854
130520415,nomoreparties,2,-2209017600000,0,100,8,1454400939979
1633948004,mamajjy,2,976464000000,530000,530100,9,-1
118296934,三里屯全智贤_,2,695577600000,350000,350200,9,1464712267585
46775034,超叔的日常,1,693417600000,610000,610700,9,1418706617153
392145043,孤岛上的卡夫卡,1,870457595324,410000,410100,8,1483351209680
42687483,Hitoiro,1,-2209017600000,410000,410100,9,1416200937305
370345876,papermoon-,1,-2209017600000,0,100,9,1480482631741
480091311,若闻流风络回雪,2,-2209017600000,370000,370400,8,1493985511841
131019217,修井东,1,-2209017600000,440000,440700,7,1454814584142
475424623,Lockkii,1,874771200000,1000000,1004400,9,1493372838640
1806233975,尛尛尔尔,2,-2209017600000,330000,330100,8,1553644342013
1316994120,就世翡冷翠,2,1105797738643,0,100,8,1513772815121
406541654,清诗旧梦,2,-2209017600000,450000,450900,8,1485055286041
250201337,MonicaBing,1,-2209017600000,0,100,9,1457225884089
41227736,LOOCI,1,631123200000,530000,530100,9,1414895245984
390837140,弹棉花的jane,0,-2209017600000,0,100,6,1483205694034
8674676745,Stanford_US,1,1125504000000,1000000,1004400,8,1688827356371
5124064920,爱意邂逅黄昏-,1,1203350400000,140000,140200,8,1628038260548
250919306,SteamSpiral,1,697392000000,510000,510100,9,1457363860508
8044324795,Pnco,0,-2209017600000,0,100,7,1723289740168
2077106870,滚去学习_IGmg,2,1102848559623,340000,340200,8,1576406370468
6306937367,宅宅A4甲三,0,-1558412491311,340000,340300,9,1636804075335
1703264740,百年孤寂A-Z,0,-2209017600000,0,100,9,1547445294168
117937361,樱满啊,1,-2209017600000,0,100,9,1451316987551
350107092,Nextti,2,-2209017600000,350000,350100,8,1477106077116
442479927,圣雪啤酒,1,-2209017600000,410000,410100,8,1495893810061
94635262,柔情人妖,2,-2209017600000,0,100,10,1443351215938
253423675,MissGroves,0,-2209017600000,0,100,9,-1
63061715,Owen_Pc77,1,-2209017600000,0,100,10,1449990230050
1304201712,鹤扰__9Zlc,1,1009880612577,210000,210600,9,1532079263230
1654878299,浅夏吖z,2,-2209017600000,510000,512000,7,1540658891970
575971001,瞎炒西兰花,2,-2209017600000,0,100,8,1503736812708
5011361123,Evie_devil,2,1061518031278,440000,440300,7,1621236869591
1489907411,Monica-_C,2,970978099169,340000,341100,9,1533039774222
119116886,AAd_Astra,1,857059200000,420000,420100,10,1451632105874
1643438216,Tiny116,0,-2209017600000,500000,500101,9,-1
126443157,喜歡吃rib味火鍋的甘楽,1,803188273000,1000000,1005500,10,1453460073306
1886169331,是皮皮鸭QAQ,1,1044115200000,410000,411500,8,1560869223475
81481661,Buyantogtokh,1,639417600000,150000,150700,10,1455984279328
96119030,帐号已注销,0,-2209017600000,1000000,1010000,10,1443967779793
323678646,星痕丷凌镜,1,1043733779838,430000,431100,9,1473501934526
1654347667,从敦狐乃,1,-2209017600000,340000,341300,8,1540633309458
434822472,整天哈哈哈哈哈哈哈哈哈,2,1118492083516,430000,431300,8,1489066495345
343553688,Bloodyamberterry,0,-2209017600000,320000,320100,7,1475848079188
46721594,麻烦制造者7,2,-2209017600000,450000,450200,9,1418654725578
68426553,影山shoyo,2,799171200000,110000,110105,8,1431265687228
538990165,pudding170711,2,-2209017600000,500000,500101,7,1499757144817
1486878924,眠虫-,2,-2209017600000,110000,110101,7,1528879038160
417234502,积极向上林柠檬-,2,-2209017600000,0,100,9,-1
1866971949,Mid-position,1,-2209017600000,310000,310101,8,1559174336158
573687037,einfallslos,2,-2209017600000,1000000,1004400,8,1506318026732
8056197557,EASON醫生__,0,-2209017600000,0,100,9,-1
1374637909,不淌一滩浑水,2,-2209017600000,0,100,9,1518834579980
1332007368,暴躁可L和甜心7宝,2,-2209017600000,0,100,10,1520746856898
1957963928,慢慢喜欢你鱼,1,360173373232,510000,510100,10,1566638890947
489192854,Loononnn,1,1671465600000,530000,530100,9,1495200370846
346078963,向来痴__从此醉,0,-2209017600000,140000,140800,8,1481295444910
406165608,一枚庫米,1,929517166000,540000,540100,8,1485000384529
340751777,__冬木,2,-2209017600000,0,100,8,1475368750574
66020636,篮子占领高地,1,-2209017600000,0,100,8,1430181169781
1356257119,H0neym00n,2,1127279519497,440000,441200,8,1517226817252
2026112317,l小小的老子,2,1020781003834,0,100,8,1572237496555
51297637,兔毛儿儿,2,744220800000,210000,210200,9,1430666399434
1398993447,D又Y分之X,1,619974670024,440000,440100,9,1521807458386
613457621,落璃霖Ailirng,1,1171790925222,0,100,8,1507432379551
1680863287,LiveRounds,1,631123200000,430000,430100,8,1548598363186
1901337473,不是-_-o,1,-2209017600000,0,100,10,-1
385032961,我在努力奋斗呢,0,-2209017600000,330000,330100,10,1482567719394
87417431,Fireworkevin,1,710870400000,310000,310101,8,1440224462261
1371118338,-LIPX-,2,1060963200000,110000,110101,7,1518507854996
108789903,Drink-with-me,2,-2209017600000,0,100,9,1448762826733
124137394,星耀之梦,1,-2209017600000,130000,130100,8,1452909797679
32085152,彪歌1979,1,-2209017600000,320000,320500,8,1406867202618
1745213795,大薯配鳕鱼堡,1,1025107200000,210000,210100,9,1549422163311
37885157,BloodyBlue,0,-2209017600000,0,100,8,1412129460856
7936709033,柠兰娜娜,0,-2209017600000,320000,320400,7,1657282367958
1813952299,610NotFound,0,-2209017600000,0,100,8,-1
1377843358,约阿希姆_SSVT,1,-2209017600000,1000000,1007700,6,1539357858000
318505464,穿过大半中国去睡你,2,-2209017600000,0,100,9,1471089303511
1529543102,DreamFly6666,1,946656000000,440000,441900,8,1532313889272
119582467,Natsu家的UMP45,1,1002729600000,410000,410100,9,1451732203021
380542111,帅到爆了我,1,857404800000,350000,350200,9,1481980903088
97688950,青蒿素七号,2,1647528512191,230000,230100,8,1445001047329
6296982442,校霸他朋友,1,1246885982149,370000,370200,7,1636873935696
1995061762,Ural银狼,2,-2209017600000,0,100,7,-1
5021764380,MAX四叶草2046,0,-2209017600000,370000,370200,7,1622004846740
1567339205,我是至秦啦,2,944211336000,0,100,8,1534903286701
135320040,T4TU-iwnl,1,-2209017600000,320000,320500,8,1455642202801
87291854,SNOWAHEI,0,-2209017600000,0,100,10,-1
3964864141,IvyMimosa,2,1095928607340,350000,350500,8,1604820113453
1297613939,shunpark,2,-2209017600000,1000000,1003000,9,1511798832374
4949337004,胡胡辣辣汤,2,-2209017600000,330000,330100,8,1616882554162
583792571,喝Coke长大的小埋,1,1140969600000,1000000,1005800,10,1504515614782
291654330,莫待亦莫失,1,694540800000,330000,330100,9,1466142511397
111189373,成田千绘,2,826992000000,510000,510100,8,1450697761815
64458826,Spe4rX,2,1188489600000,330000,330100,10,1429422823672
135274046,小白兔我獣Xing大发,2,1009814400000,330000,330100,10,1455634608838
3253906125,小新o_-,2,1208880000000,110000,110101,8,1584073418287
2016539216,綽一綽,1,1045324800000,130000,130100,8,1571454922051
564077060,夜听竹林正摇乱,1,-1062057600000,340000,340200,8,1502670745539
407114661,欧卡希尔,1,453298656000,350000,350500,7,1485161320317
53015202,gujiguji0707,2,-2209017600000,1000000,1006900,7,1423307072371
395752715,等候退后,1,1119542400000,1000000,1006600,8,1483790333871
8145670417,单三激推,2,631123200000,410000,410100,8,1670457115903
467655245,不可超越者,2,816883200000,310000,310101,9,1492234947027
1361152480,MizunamX,1,1123036187994,370000,371000,9,1517701437244
1537497303,Joylove_S,2,1094829208309,330000,331000,9,1533085012012
1702200222,高新医院13,1,-2209017600000,0,100,9,1544619047832
1341684233,S1mple0824,0,-2209017600000,150000,150700,7,1515931499708
8099627787,小羊硝酸-,0,-2209017600000,1000000,1010000,7,1667388571377
249927576,_小胖其实不太胖,1,-1577903966959,440000,440300,10,1457167088732
3218908989,圣索菲亚的雪,2,1171555228277,230000,230100,8,1581582970387
1300687406,21st_csm,0,-2209017600000,0,100,9,1512128037384
1792894748,怠惰的硪,1,1013277103758,460000,469029,8,1552438427594
1445679282,不加糖的盐汽水ll,2,1011487951278,330000,330200,7,1525161283619
4991916061,秦川汇,1,1716643952066,360000,360100,8,1619835717316
288522890,三毛的回声-,2,957110400000,440000,440300,9,1465481822852
1987992471,驱魔滚,2,1648909670359,150000,152200,7,1569146739086
1324823742,_vaelliy,2,1180174873143,150000,152500,8,1514551340803
542875242,Ysylem,1,967811863716,320000,320500,8,1500987646316
291212744,allenjoah,1,-1547193600000,0,100,9,1466055894016
5080332124,Marvolo2107,1,1063210239217,510000,510100,7,1625644244685
1633772047,二战结束了,0,-778179509944,710000,710900,9,1539093688781
413914264,GEM的小粉儿,2,-2209017600000,510000,510100,8,1486098141572
489646898,QunBlue,0,-2209017600000,0,100,10,1514000331145
1803118653,精彩世界_MiVida,1,978796800000,710000,710200,9,1553349609104
1724578064,小歪很正麻西达,0,-2209017600000,0,100,10,1557063385156
592633519,L_H_C_,1,-2209017600000,0,100,8,-1
1253370,-ooshyoo-,2,-2209017600000,330000,330100,8,1370451473719
62515746,轩辕十四行星漫步,1,-2209017600000,130000,130200,8,1428407279243
1801703983,Rain_42218,1,1446393600000,320000,320500,6,1664952109265
90467246,Rocccc大爷,1,-2209017600000,150000,150100,8,1494464387347
1374156310,毒辣屁不冠不改名,1,1071067441198,430000,430700,9,1518770180467
432409361,沉默的嗷嗷怪,2,-2209017600000,530000,530100,9,1488693879606
404990076,SO浪荡痞S0,1,1064466313496,430000,431000,8,1484836797935
1780031775,Aurora_Borealis-,1,1196265600000,1000000,1005500,8,1551449738907
571065171,Alyma_,2,-639043200000,310000,310101,8,1503213744834
1842254269,Loo_-o,1,1227275250047,510000,510100,8,1556842495099
82547305,liuym267,0,-2209017600000,410000,410400,8,1437979094763
8271451209,David-Jinjinli,1,1194796800000,0,100,7,1673428011018
12831613,预兆,1,582608723076,530000,530100,8,1396376851737
549053574,Lana-Delay,0,-2209017600000,0,100,8,1500864670267
1669000951,uni__mafu,2,-2209017600000,310000,310101,8,1544181076609
3217204714,神不厨占我厨,1,1136304000000,500000,500101,8,1581470962049
311868824,土豆大神来也,1,-2209017600000,320000,320100,9,1469879485229
3718455038,Laurence_Cheng,0,-2209017600000,440000,440100,8,1596730832689
5207281173,两组雕像炸半血,2,-2209017600000,510000,510100,8,1633141285553
255729516,默默滴听,1,403027200000,440000,440100,8,1458400808757
8305538939,云村村民167427309108311,1,-2209017600000,130000,130100,7,1674273093386
1783358031,好想睡懒觉乀,0,1695382165455,110000,110101,9,1567928299247
37851087,Electronic_Feio_0,1,1049805548536,330000,330100,8,1412088234779
3989788279,securn,1,1734530138748,1000000,1000700,8,1643799586545
345551127,Aprilluv,1,1061395200000,440000,442000,10,1476272227770
97238320,mmmm0616,1,-2209017600000,0,100,8,1444476121226
1783584620,我只是一条披着羊皮的狗,0,4127390211110,440000,440300,8,-1
1301251,来一斧子,1,-2209017600000,0,100,9,1370661199817
513427136,果果nkki,1,1133014681000,610000,610100,8,1498109477276
1747887891,Darkness_Eugg,1,-2209017600000,230000,230600,8,1548745277440
451652703,iiQueena,2,819435427000,110000,110101,8,1491362899401
4042867757,懒泥酵母菌,1,958233600000,120000,120101,8,1610539728595
629264142,Gultas_waittingforyou,2,-2209017600000,0,100,8,-1
2039752234,yuzu_1025,2,1130228903000,620000,623000,9,1573363489452
343355569,Lucky_大吉,2,-2209017600000,440000,440100,9,1475819351756
315130266,MarkGilbert,1,1242230400000,1000000,1004400,8,1470440390604
5066342321,哭泣de魔鬼,1,-2209017600000,370000,370100,7,1624776980178
3813118026,杏仁豆腐_嗯,0,1175376245517,320000,320400,8,1597487974146
407151260,justwannabenormal-,2,-2209017600000,0,100,9,1485132408847
8161639691,怪奇小粉,2,1017295746867,140000,140100,7,1670908523432
431233047,我就是内耗大王,1,1014739200000,320000,320400,9,1488538604550
1609394389,科界巨怪,2,-2209017600000,0,100,8,1537779802870
290910761,心鼓咸鸭蛋,0,631123200000,110000,110101,9,1465980949454
1731816878,什么屁啊,2,-2209017600000,0,100,8,-1
565070643,霍恩海姆猫,1,1045756800000,320000,320200,8,1502541493158
40684738,南天海原,2,396806400000,500000,500101,10,1414404022810
557332525,罗曼0718,2,395769600000,330000,330300,10,1501665445347
124203040,string_EAFAN,1,1013875200000,500000,500101,8,1468075611981
268975025,SHIBUYAHANAUTA,1,1483113600000,510000,510100,9,1461390271185
278844036,Jacky_chng,1,-2209017600000,0,100,9,-1
2032148479,苏E不是运河,0,-2209017600000,330000,330100,8,1606306839580
8549763779,Simon_GhostRiley,1,960643660696,1000000,1002000,8,-1
1400686297,bbbBangbang,2,1053014400000,440000,440100,9,1521203949329
370025364,想吃葱花烤年糕,1,-2209017600000,360000,360400,8,1486655450268
576699753,火星小土娃,2,856022400000,370000,370100,9,1504152867126
445741547,汝吃入醉,1,-2209017600000,140000,140200,8,1490541437422
136101053,宇宙逃离,0,631123200000,520000,520100,9,1455851101718
408614546,彦言_bZGN,1,-2209017600000,440000,440600,9,1485303128777
37233033,代客相亲,0,-2209017600000,350000,350100,9,1411545864483
267256238,是我梦,0,4102457631825,420000,421100,9,1460887480255
1504956134,somnambulist_MIsa,0,-1451721600000,1000000,1003600,7,1530285898176
1699416528,myfannn,2,973307760966,410000,410100,8,1544410109662
1946431981,MakoMaG1c,1,1203264000000,110000,110101,7,1565793730811
291063162,音无_aw,2,-2209017600000,1000000,1005700,10,1466001145976
1957660284,NickiMinaj中文资讯,2,-249130474733,1000000,1003800,10,1566621167399
377553069,阿空啊空阿空,1,-2209017600000,430000,430500,7,1481561695473
5035111852,霉丽没发霉捏,0,-2209017600000,1000000,1004600,9,-1
6793316,電波肉丸,1,-2209017600000,0,100,8,1387797809423
2088778495,附魔仙人掌,2,631123200000,220000,220200,9,1577275494098
248307605,美极鸭下巴,1,-2209017600000,0,100,9,1456765463020
3393508696,冷冻雏菊,2,1244304000000,510000,510100,9,1593904057237
247731505,girlsIgotgirlsonlygirls,0,-2209017600000,0,100,9,1456639329940
89221202,川阁_lT0T,1,1241341437549,340000,340300,7,1579141301237
478572165,evilFaiz,1,1058025600000,1000000,1001300,10,1506609143610
11851621,演唱会王子,1,705254400000,110000,110101,10,1395501290144
2029775588,里奥楷_RFkM,1,1096560000000,1000000,1006600,7,1572585597375
1618068955,十一月也,2,1101213907989,210000,210100,7,1538359885275
6439208007,加州酒保,2,-2209017600000,1000000,1004400,8,-1
1726222564,didi_doki,1,1079353704879,320000,320300,8,1549452902569
626828511,物语论_,1,0,430000,430900,8,1580123584019
447888975,叙利亚暴龙徒手捏爆小行星,1,888163200000,210000,210200,9,1490882641450
122910467,陆地章鱼,2,-1571925519411,1000000,1010000,9,1452583935893
268220812,御召茶茶,2,-2209017600000,0,100,9,1461146692930
87188657,summertime_lana,2,631269288610,330000,330100,8,1440130234852
576503215,_坠星河畔_,0,-2209017600000,0,100,9,1516599960402
108704798,Alextaylor,2,725817600000,1000000,1006700,9,1449146909863
424075112,帐号未注绡,1,1102233861599,320000,320500,9,1487470421982
68679605,Owen和,1,596044800000,110000,110101,9,1431413982712
257577509,WNMING_,1,783100800000,360000,360700,10,1458809156898
19535625,找个小岛玩泥巴,1,631123200000,520000,520100,10,1402532437969
472906419,六日咩,2,-2209017600000,420000,420900,9,1493289640285
1381328949,VisionalLoongX,1,-2209017600000,0,100,10,1519473845071
110682909,假嗨小眀,1,735015766980,440000,445100,9,1449334032965
249455437,烂思想,1,768326400000,440000,440800,9,1457068082652
269678548,虹色之心,1,-2209017600000,0,100,7,1477546630315
6319002,_练习本,1,762969600000,350000,350500,10,1386317030295
8412964863,何以生____,1,1681051766012,320000,320300,7,1677293017000
589343335,drink-one,1,964627200000,110000,110101,10,1505098019632
3862069402,春日潮,2,-2209017600000,0,100,8,1598271771238
1389627533,Stone-bottle,2,-2209017600000,0,100,10,-1
96939404,-勇气小香蕉,1,-2209017600000,0,100,9,1444698397498
1819532635,青虹断浪,1,-2209017600000,130000,130200,8,1554736798972
437169901,墨逸红尘,1,-2209017600000,0,100,9,1489383486382
301275451,耳暂明,1,-2209017600000,1000000,1003000,8,1467955012941
133153240,GalaxyVodka,0,-2209017600000,0,100,9,-1
537242158,KyOuKa-WoO,2,-2209017600000,1000000,1010000,10,1499575260801
555848796,Gminial-,0,-2209017600000,420000,421000,9,1501495585907
86563654,眼睛的光,2,1022142821692,1000000,1010000,9,1440143185953
1934462212,古明地覚-,1,-2209017600000,310000,310101,8,1565110783241
333277999,二硕喜欢我,2,631123200000,430000,430100,9,1473952534508
1444219685,XX_TEL,1,-2209017600000,330000,330100,9,1525061912224
3290553578,whis_kyxplodez,2,-2209017600000,0,100,9,-1
536205765,AlexanderOscar,0,-2209017600000,0,100,8,1499477102399
1563029507,WangXinYu819,1,1029686400000,530000,530800,9,1534680702295
1647037515,咕啾啾咕99,0,-2209017600000,330000,330700,7,1540046757120
619778871,Kris-jpx,0,964281600000,110000,110101,7,1508078265948
616033240,我背着个粉色包包,2,1096910524076,0,100,7,1507715965644
249727597,眉心黑发融化天光,1,-2209017600000,340000,340100,9,1467272550218
1655338365,POSIONWANTED,2,-2209017600000,0,100,8,1541218278061
1744989433,ElEGANCEKILLER,0,1260478800000,500000,500101,8,1548565298429
1441123362,竞致,2,-2209017600000,310000,310101,8,1525471297852
67729994,Coastline_wind,2,788716800000,340000,340100,9,1430971900372
8150420128,jenoren_,2,-2209017600000,120000,120101,6,1669733783383
1593269244,希鹤夫人,0,1016899200000,0,100,10,1536475157555
549640503,叄六染,0,-2209017600000,330000,331000,8,1500911085086
3988622800,暂时拒绝社交,1,1184851877475,330000,330200,8,1606573353811
1539589483,Eure-k-a,2,-1041100894061,650000,650100,8,1575039620310
423172849,是绅士啊,0,-2209017600000,410000,411300,8,1550590053098
1999186646,Ari_Yang,1,1284652800000,420000,421000,8,1570013709548
468316997,Lauva蔬菜三明治,2,970675200000,440000,440100,8,1492318552864
500541708,野原玛格达,2,909849600000,0,100,9,1496644878815
357479858,宇宙边缘找乐子,2,945014400000,0,100,8,1478404834375
3348099900,iyiici,2,-2209017600000,0,100,7,-1
1500940133,浪hktt,1,859651200000,510000,510100,9,1529985216103
1720917097,白摆百,1,1163520000000,410000,411300,8,1546226957906
550854151,悦阳栎,1,1099325978972,530000,532500,8,1501052013909
467551611,亻冫,2,-2209017600000,0,100,10,1492226069722
1506791539,opk皈,1,1196836033000,440000,440300,8,1531740493733
572998217,肯尼是个天使,2,-2209017600000,0,100,9,1503421694251
475515109,木棉行,0,-2209017600000,330000,330300,8,1503403408216
2099284388,小韩_--,2,-2209017600000,370000,371700,8,1578056098200
1739122344,拉弥亚_,1,-2209017600000,0,100,8,-1
3307150143,-枯树难逢春-,2,1123603200000,1000000,1004400,8,1596207255183
4056980095,Richard丷,0,-2209017600000,1000000,1007700,7,1651640080647
5141269926,Curtara,0,-2209017600000,330000,331000,8,1629022456611
278950677,saintvictorzhu,1,915120000000,500000,500233,9,1463504174397
340316566,claireioi-,2,-2209017600000,0,100,9,1475298875494
320983360,WeEPIn9_4nGeL5,1,-63014400000,1000000,1010000,9,1471544378484
393915310,你的闹闹酱,2,1588608000000,310000,310108,9,1483554986572
373937547,Moritsukii,0,-2209017600000,0,100,8,1481019584426
440850415,cthvg,0,-2209017600000,430000,430100,8,1493558616055
395937815,松子麻饼,0,-2209017600000,320000,320500,7,1483787692683
4051151238,失落的记奕,0,-2209017600000,210000,210600,7,1611456524814
2140286572,乙yue,2,631123200000,360000,360700,9,1581079461461
376101034,迷茫的阳,1,837100800000,230000,230600,8,1481356379566
619790032,大叔熬夜听DJ,1,472752000000,420000,420100,8,1508077243633
1941338359,lakenev,1,1064983324000,150000,150100,7,1565498838398
1486913767,小东西好难忘,2,-2209017600000,0,100,9,1528878140944
307393761,总会有人不吃,1,1577808000000,810000,810100,9,1469023823633
563395356,盐-树枝,2,788889600000,320000,320100,10,1503963544378
3960455459,_itszyx_,2,1226456136145,1000000,1007400,7,1604497295758
40771449,南风冥冥,2,754565400000,1000000,1010000,9,1428664463838
531052163,BEISGOD,1,-2209017600000,0,100,10,1498939610027
105625599,再藏七片星光,2,-2209017600000,1000000,1002400,10,1447678012459
366022433,几欲何为,2,910195200000,350000,350100,7,1479782552895
258111298,洋葱圈圈圆圆圈圈甜甜黏黏,2,-2209017600000,0,100,8,1458889468549
1789000815,XT缪斯,1,-2209017600000,330000,330100,8,1552109212330
3469475648,嵇辞,0,1260419971590,110000,110101,7,1607757162164
1997526211,Tintin-_-,1,1058112000000,610000,610100,10,1569923104802
412370850,多晒枕头,1,937929600000,310000,310101,9,1485854119082
6271897055,Magpie_4U,2,1270324949000,110000,110101,7,1637419861134
70881249,ig闹,2,809539200000,330000,330100,9,1432438837897
1290992217,蹦到海边的牛蛙,1,655113414255,370000,370200,9,1511795676763
3580702653,lifeisfuxkshit,0,-2209017600000,0,100,8,1596010163901
3894887451,ShlimpseX,2,1014100713015,320000,320100,8,1600155664400
293153912,请让我喝咖啡,2,-2209017600000,0,100,9,1469264826288
81689303,期盼六月,0,929209624333,510000,511000,9,1447425678337
494935250,cherrySONG888,2,-2209017600000,370000,370200,9,1495969653986
